"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rap1gap2.1",0.000161826123142106,0.58190720881896,0.259,0.2,1,"B","Rap1gap2"
"Rbfox3.1",0.00016193872631892,-2.32807538222512,0.006,0.031,1,"B","Rbfox3"
"Kri1",0.000161997522632245,-0.347860421413976,0.214,0.293,1,"B","Kri1"
"Gpatch2",0.000163083806026061,-0.446544939292674,0.169,0.245,1,"B","Gpatch2"
"Cd276",0.000163851651941271,0.989304019372925,0.108,0.066,1,"B","Cd276"
"Timm8b.1",0.000164066456303517,-0.173477485190914,0.696,0.781,1,"B","Timm8b"
"Lepr",0.00016408706126621,-0.66214754151412,0.035,0.076,1,"B","Lepr"
"Rnaseh2a",0.000164476665551648,-0.262937726875863,0.282,0.366,1,"B","Rnaseh2a"
"Depdc1a.1",0.000164602053046205,-2.05302263859757,0.003,0.025,1,"B","Depdc1a"
"Brd3",0.000165113308727344,-0.191073204116432,0.38,0.484,1,"B","Brd3"
"Klhl21",0.000165465623207367,-0.492501299878381,0.119,0.183,1,"B","Klhl21"
"Tyw5",0.000165572814822719,-0.699322444428263,0.072,0.124,1,"B","Tyw5"
"Gm26601",0.000166162353787901,-0.538179951372546,0.082,0.136,1,"B","Gm26601"
"Umps.1",0.000167686541343779,0.502244096083256,0.411,0.359,1,"B","Umps"
"Chmp2b.1",0.000167889136265486,-0.177211406488743,0.491,0.59,1,"B","Chmp2b"
"Clec10a",0.000168593915804381,-0.401742135265235,0.286,0.37,1,"B","Clec10a"
"Nod1.1",0.000169912680584156,-0.531915253174571,0.25,0.325,1,"B","Nod1"
"H2-Eb2.1",0.00016993956644237,2.4345482670939,0.017,0.003,1,"B","H2-Eb2"
"A530064D06Rik.1",0.000170443255086056,-1.32025874077728,0.015,0.047,1,"B","A530064D06Rik"
"Fancd2.1",0.000170578601814252,-2.2949850131535,0.004,0.028,1,"B","Fancd2"
"Katnbl1",0.000170718816922314,-0.290694567836985,0.157,0.232,1,"B","Katnbl1"
"Map2k5",0.000170896837373049,-0.362203140420618,0.233,0.315,1,"B","Map2k5"
"S100pbp",0.000171051709654319,-0.404152652648309,0.153,0.222,1,"B","S100pbp"
"Nf2",0.000171339352652812,-0.36658294968206,0.172,0.248,1,"B","Nf2"
"Mtr",0.000171836833914303,-0.265776962631641,0.337,0.435,1,"B","Mtr"
"Lats1",0.000172079989079756,-0.264366691471826,0.191,0.272,1,"B","Lats1"
"1600012H06Rik",0.000172186235671424,-0.383957274559534,0.254,0.337,1,"B","1600012H06Rik"
"Ahnak2.1",0.000172198671722881,-1.20439508438356,0.025,0.061,1,"B","Ahnak2"
"Dnajc13",0.00017237941238287,-0.251659295280996,0.598,0.685,1,"B","Dnajc13"
"Slc25a28",0.000173697110606947,-0.217913367198142,0.356,0.453,1,"B","Slc25a28"
"Ndufa8.1",0.000173719526095439,-0.173329514576847,0.831,0.867,1,"B","Ndufa8"
"Chrac1.1",0.000174060258138169,-0.214106271304668,0.596,0.695,1,"B","Chrac1"
"Kctd5.1",0.000175606064755115,-0.291762431118093,0.179,0.257,1,"B","Kctd5"
"Trim47.1",0.000176033700911185,0.506959527512231,0.417,0.366,1,"B","Trim47"
"Fdft1",0.000176664303952654,0.898653186043281,0.154,0.107,1,"B","Fdft1"
"Atp1a3.1",0.000177186130441887,-0.389073687735679,0.244,0.326,1,"B","Atp1a3"
"Limk2.1",0.000178250690765449,-0.264743450993115,0.067,0.118,1,"B","Limk2"
"Relb.1",0.000178924586228094,0.453476632384665,0.352,0.296,1,"B","Relb"
"Nlrp1b",0.000179049722723152,0.920194490607704,0.121,0.077,1,"B","Nlrp1b"
"Cops5.1",0.000179897089398446,-0.19264026657849,0.506,0.613,1,"B","Cops5"
"Retsat.1",0.000180287739009682,-0.477778934668689,0.186,0.261,1,"B","Retsat"
"Tmem258.1",0.000180769160883626,0.195131445838634,0.845,0.868,1,"B","Tmem258"
"Map4.1",0.000181863220237836,0.415825355779202,0.495,0.449,1,"B","Map4"
"Blm",0.000183233056574065,-0.77057680712595,0.06,0.108,1,"B","Blm"
"Rpl5.1",0.000183446499817021,-0.102723109570146,0.996,0.998,1,"B","Rpl5"
"Lgi4",0.000183991945059321,1.47723421220664,0.046,0.02,1,"B","Lgi4"
"Ptges.1",0.000184980654550071,-3.18776960269817,0,0.019,1,"B","Ptges"
"Mgp",0.000185387068139984,1.79780617146069,0.044,0.019,1,"B","Mgp"
"Atp6v0d2.1",0.000185531323614358,-1.19135463779036,0.075,0.125,1,"B","Atp6v0d2"
"Klf3",0.000185915707984316,-0.185707153698571,0.714,0.777,1,"B","Klf3"
"Gpc1.1",0.000185968166856743,-1.56315824149916,0.012,0.042,1,"B","Gpc1"
"Stx17.1",0.000186147120377616,-0.382431591821864,0.24,0.322,1,"B","Stx17"
"Tubb4b",0.000187410847266749,-0.826400542465289,0.426,0.49,1,"B","Tubb4b"
"Lamtor5",0.000187472973871461,-0.163019434342368,0.793,0.849,1,"B","Lamtor5"
"Tmem205",0.000189097266357405,-0.244044446820617,0.513,0.617,1,"B","Tmem205"
"Mfsd9.1",0.000189392639343227,-1.54467574317826,0.014,0.044,1,"B","Mfsd9"
"Ypel2.1",0.000190548371267133,-0.382055831971528,0.112,0.174,1,"B","Ypel2"
"Cnppd1.1",0.000190637513371853,-0.209473153749896,0.595,0.702,1,"B","Cnppd1"
"Csnk1a1",0.000190722352234567,-0.132069649349298,0.877,0.92,1,"B","Csnk1a1"
"Ube2h.1",0.000190917818789645,-0.257648228937148,0.417,0.518,1,"B","Ube2h"
"Ston1.1",0.000191262821608157,-2.39928421564558,0.003,0.025,1,"B","Ston1"
"Ufm1.1",0.000191424016839979,-0.232328001013539,0.567,0.655,1,"B","Ufm1"
"Hnrnpul1",0.000191653100011927,-0.153252245269565,0.671,0.75,1,"B","Hnrnpul1"
"2310039H08Rik.1",0.000192837341551023,-0.347497090008328,0.298,0.383,1,"B","2310039H08Rik"
"Osgin1.1",0.00019318544480044,-0.474244716145197,0.128,0.193,1,"B","Osgin1"
"Pus1",0.000193476526247878,-0.363827037848443,0.241,0.32,1,"B","Pus1"
"Cs",0.000194197748709059,-0.167639266660931,0.546,0.651,1,"B","Cs"
"2700012I20Rik.1",0.000194265861853257,1.75656732880142,0.037,0.015,1,"B","2700012I20Rik"
"Pwp1",0.000194982394513644,-0.255586652162326,0.212,0.3,1,"B","Pwp1"
"Bag5.1",0.000195080030852667,-0.318394396206248,0.243,0.333,1,"B","Bag5"
"Dis3l2.1",0.000195108111616934,-0.293457187248773,0.201,0.279,1,"B","Dis3l2"
"Tmem248",0.000195439767818683,-0.242624449920707,0.406,0.505,1,"B","Tmem248"
"Tmem43",0.000196638267184566,-0.25106206237481,0.227,0.312,1,"B","Tmem43"
"1810032O08Rik",0.000196999664783915,-0.488819328406795,0.086,0.141,1,"B","1810032O08Rik"
"Tm7sf3",0.00019765733489902,-0.320976513128562,0.291,0.378,1,"B","Tm7sf3"
"Sgta.1",0.000197744614429743,-0.189858105939674,0.559,0.65,1,"B","Sgta"
"Rpf1",0.000198131038553713,-0.285696374391893,0.302,0.392,1,"B","Rpf1"
"Ldlrad3.1",0.000198491579056631,-0.48896513019973,0.157,0.225,1,"B","Ldlrad3"
"Hist1h2ap.1",0.000199451252526087,-2.37926098447004,0.075,0.125,1,"B","Hist1h2ap"
"Ralgps2",0.000200707182340534,0.797058145028145,0.189,0.136,1,"B","Ralgps2"
"Prkag2.1",0.000201282521080956,-0.514483821916824,0.089,0.145,1,"B","Prkag2"
"Mia3",0.000202341328681878,-0.217809907568453,0.569,0.652,1,"B","Mia3"
"Cfl2.1",0.000202724210031543,-0.299156956367783,0.279,0.37,1,"B","Cfl2"
"Ppp1r18.1",0.000202746651357927,-0.156362073396373,0.817,0.891,1,"B","Ppp1r18"
"Preb",0.00020329374360995,-0.281009308035171,0.447,0.549,1,"B","Preb"
"Kansl2",0.000204365486828463,-0.202227361852389,0.305,0.405,1,"B","Kansl2"
"Gm33104.1",0.000204413063362911,-1.48446507013419,0.007,0.033,1,"B","Gm33104"
"Fmnl2",0.000204670899810485,-0.385913444956153,0.333,0.421,1,"B","Fmnl2"
"Nploc4",0.000204782919630017,-0.116028716356877,0.262,0.356,1,"B","Nploc4"
"Fcgr2b.1",0.000205093191349241,-0.211956072109713,0.95,0.889,1,"B","Fcgr2b"
"Ktn1.1",0.000206684559374307,-0.264741274474235,0.362,0.456,1,"B","Ktn1"
"Bcl2l2",0.000206688302683139,-0.528380151565626,0.141,0.207,1,"B","Bcl2l2"
"Vps45",0.000207758779230213,-0.440946706535487,0.161,0.232,1,"B","Vps45"
"Mfap3",0.000208352818149593,-0.270088025348487,0.406,0.497,1,"B","Mfap3"
"Tomm7",0.000208867312246336,0.132455374971692,0.935,0.949,1,"B","Tomm7"
"Hnrnpf",0.000209214664056915,-0.103380382784233,0.971,0.982,1,"B","Hnrnpf"
"Llgl1",0.000209266991532766,-0.421122486319534,0.128,0.192,1,"B","Llgl1"
"Mylk.1",0.000209576976580949,1.21668977583577,0.064,0.033,1,"B","Mylk"
"Wdr1.1",0.00020967506084233,-0.173922799149983,0.861,0.889,1,"B","Wdr1"
"Ggt5",0.00021001566105879,0.613303147094744,0.284,0.231,1,"B","Ggt5"
"Mid1ip1",0.000210098561637458,-0.17620041503608,0.276,0.371,1,"B","Mid1ip1"
"Denr",0.000211251738642385,-0.171288405641464,0.58,0.671,1,"B","Denr"
"Fam126b",0.000211495118880513,-0.300959932252418,0.179,0.254,1,"B","Fam126b"
"Slc25a30",0.000213532714355571,-0.456056633053027,0.23,0.315,1,"B","Slc25a30"
"Sppl3",0.000213767561454021,-0.249392296238814,0.462,0.565,1,"B","Sppl3"
"Ttyh2.1",0.000214224671044399,-0.31473176830523,0.222,0.3,1,"B","Ttyh2"
"Fbxw5",0.000215975586738759,-0.338567270664575,0.288,0.369,1,"B","Fbxw5"
"Ifit1.1",0.00021597709475143,-1.24137161446945,0.117,0.172,1,"B","Ifit1"
"Anxa3",0.000216331120383244,0.14797011535595,0.949,0.951,1,"B","Anxa3"
"Rgs2.1",0.000217509023443689,0.165740382685064,0.961,0.944,1,"B","Rgs2"
"Ilk",0.000217516371945252,-0.175155765039972,0.67,0.751,1,"B","Ilk"
"Gng12",0.000219546415017906,-0.134945073054663,0.558,0.658,1,"B","Gng12"
"Rer1.1",0.000219602454078991,-0.169470326224878,0.828,0.864,1,"B","Rer1"
"Hdac9",0.000220652871831065,-0.382001177786663,0.236,0.318,1,"B","Hdac9"
"Rbbp8.1",0.000222587455250333,-0.294047386062507,0.279,0.366,1,"B","Rbbp8"
"Atg10.1",0.000222604368207597,-0.244721194070182,0.186,0.261,1,"B","Atg10"
"Mdm1",0.000223034700735466,-1.07656350762407,0.017,0.048,1,"B","Mdm1"
"Kif18b.1",0.00022337461309368,-2.69289696173296,0,0.019,1,"B","Kif18b"
"Ptov1.1",0.000224243061360516,-0.207748248880259,0.52,0.632,1,"B","Ptov1"
"Wdfy1.1",0.000224510086020706,-0.234929483737685,0.202,0.282,1,"B","Wdfy1"
"Abhd17b.1",0.00022564552693847,-0.379676156259723,0.287,0.372,1,"B","Abhd17b"
"Naip6",0.000225962080754619,-0.194799622692812,0.108,0.169,1,"B","Naip6"
"Cyp20a1.1",0.00022607106356167,-0.30215959296105,0.273,0.362,1,"B","Cyp20a1"
"Spopl.1",0.000226418471196672,-0.276146251116082,0.276,0.36,1,"B","Spopl"
"Cox16.1",0.00022836035677107,-0.554921293759753,0.123,0.185,1,"B","Cox16"
"Samd9l.1",0.000229387537844902,-0.436104683865448,0.216,0.293,1,"B","Samd9l"
"Abtb1.1",0.000230185300861648,-0.314509164360078,0.301,0.391,1,"B","Abtb1"
"Zmynd8.1",0.000230246608956688,0.253161873680715,0.645,0.585,1,"B","Zmynd8"
"Frat1.1",0.000230852038453901,-0.861097575817535,0.039,0.08,1,"B","Frat1"
"Tab2.1",0.000231264679431942,-0.186984764220532,0.778,0.823,1,"B","Tab2"
"Wdr73.1",0.000231375882733277,-0.495733634196737,0.108,0.168,1,"B","Wdr73"
"Trem2.1",0.000231654271948742,-0.162416766457656,0.967,0.937,1,"B","Trem2"
"Tap2.1",0.00023240157462314,0.245482932710137,0.664,0.624,1,"B","Tap2"
"Mblac1.1",0.000232536913515318,-0.507231388387059,0.054,0.101,1,"B","Mblac1"
"B4galnt1.1",0.000232576926223749,0.196343338712531,0.703,0.657,1,"B","B4galnt1"
"Zbtb7a.1",0.000232933196690262,-0.148555396831873,0.669,0.767,1,"B","Zbtb7a"
"Ift20.1",0.000233397889084151,0.248120844719026,0.61,0.576,1,"B","Ift20"
"Dnajc19.1",0.000233580290484138,-0.19074164135052,0.649,0.733,1,"B","Dnajc19"
"Stil.1",0.000234397711765139,-1.59395934900859,0.008,0.034,1,"B","Stil"
"Sars.1",0.000234444715898211,-0.28820513881799,0.57,0.656,1,"B","Sars"
"Zfp397",0.000234964372867892,-0.355097829057722,0.2,0.278,1,"B","Zfp397"
"Prcp.1",0.000235016254566725,0.173161432488116,0.868,0.877,1,"B","Prcp"
"Oip5.1",0.000236844855236617,-1.77309331687819,0.006,0.03,1,"B","Oip5"
"Uvrag",0.00023757960399102,-0.232167219508234,0.531,0.619,1,"B","Uvrag"
"Wdr62",0.000238468430453131,-0.706788813792043,0.05,0.095,1,"B","Wdr62"
"Fbxw4",0.000239122679975001,0.480664339160561,0.467,0.438,1,"B","Fbxw4"
"Cnnm3",0.000239564698873152,-0.352836629566854,0.191,0.268,1,"B","Cnnm3"
"Mtpap",0.000241344729908856,-0.284762245674883,0.212,0.293,1,"B","Mtpap"
"Ubac2.1",0.000241889824029882,-0.188761799934976,0.454,0.557,1,"B","Ubac2"
"Bbs9.1",0.000242272440802114,-0.801920661424272,0.022,0.056,1,"B","Bbs9"
"Brms1.1",0.000242388319878625,-0.296864467823593,0.429,0.529,1,"B","Brms1"
"Acy3",0.000242615781168103,-1.52407192381244,0.015,0.045,1,"B","Acy3"
"Tnfaip8l1",0.000243381753259513,-1.70880445132706,0.015,0.045,1,"B","Tnfaip8l1"
"Gorasp1",0.000244742434023917,-0.596341023416064,0.069,0.12,1,"B","Gorasp1"
"Esd.1",0.000245833280242213,-0.207659893163565,0.856,0.908,1,"B","Esd"
"Taf1c.1",0.000245987102022784,-0.286993563018335,0.094,0.154,1,"B","Taf1c"
"Trmt10b",0.0002471444650356,-0.574446122452446,0.08,0.135,1,"B","Trmt10b"
"Chfr.1",0.000248071161431887,-0.242117778605807,0.305,0.398,1,"B","Chfr"
"Gdpgp1",0.000248679358953542,-0.891686023765232,0.036,0.076,1,"B","Gdpgp1"
"Cd55.1",0.000249262612773326,-1.49126382355522,0.018,0.05,1,"B","Cd55"
"Zfpl1",0.000249480658461502,-0.303324123347223,0.277,0.363,1,"B","Zfpl1"
"Mat2b",0.000250395182786192,-0.189426781201456,0.589,0.676,1,"B","Mat2b"
"Uba7.1",0.00025051575836273,0.428725415508094,0.423,0.365,1,"B","Uba7"
"Serf1.1",0.000250964612660008,0.751877173652913,0.201,0.147,1,"B","Serf1"
"Tpst2",0.000251643036629359,0.274037111841251,0.72,0.725,1,"B","Tpst2"
"Psph.1",0.000252093178346279,-0.385670570293371,0.129,0.195,1,"B","Psph"
"Arhgap23",0.000252702303741526,-0.565024834650166,0.058,0.106,1,"B","Arhgap23"
"Ifitm1",0.000254087859874201,-1.44830794681247,0.072,0.122,1,"B","Ifitm1"
"Rnf38",0.000254676391251253,-0.22248882572965,0.32,0.409,1,"B","Rnf38"
"Cinp",0.00025486782614314,-0.196704782680928,0.236,0.323,1,"B","Cinp"
"Dab2.1",0.000255297294254918,0.244349718874505,0.945,0.931,1,"B","Dab2"
"Sept10",0.000255442987788854,-0.329171219376065,0.085,0.14,1,"B","Sept10"
"Atp5f1.1",0.00025561079200174,-0.125073623231463,0.957,0.978,1,"B","Atp5f1"
"Babam1",0.000256572640825054,-0.315670998314849,0.487,0.567,1,"B","Babam1"
"Gmeb2.1",0.000257458938866984,-0.481062234912523,0.089,0.143,1,"B","Gmeb2"
"Zadh2",0.000257536723376066,-0.426545243373857,0.132,0.196,1,"B","Zadh2"
"Serinc1",0.000257784368194172,-0.105525406957682,0.827,0.884,1,"B","Serinc1"
"Rab22a",0.000258031504426471,-0.154416778239949,0.413,0.52,1,"B","Rab22a"
"Nt5c3.1",0.000258261106518288,-0.374726164373818,0.275,0.359,1,"B","Nt5c3"
"Med31.1",0.000259143110804201,-0.379649674951392,0.171,0.245,1,"B","Med31"
"Crot.1",0.000259351816110581,-0.157866225284567,0.265,0.358,1,"B","Crot"
"Ubp1.1",0.000259715323334225,-0.257638396051916,0.387,0.486,1,"B","Ubp1"
"Tspan3",0.000259787082504594,-0.303556792142772,0.383,0.489,1,"B","Tspan3"
"Cmip",0.000260098174659074,-0.291104396121267,0.48,0.581,1,"B","Cmip"
"Mrnip.1",0.000261711023219612,-1.14086374480493,0.019,0.052,1,"B","Mrnip"
"Dtx2",0.000263137824303625,-0.380322348010192,0.18,0.259,1,"B","Dtx2"
"Nudt21.1",0.000263999650314657,-0.285608628960639,0.588,0.656,1,"B","Nudt21"
"Mfsd6",0.000264036640517998,-0.319026657981611,0.05,0.095,1,"B","Mfsd6"
"Lrrc27.1",0.000264075334737267,-1.58905226789419,0.014,0.043,1,"B","Lrrc27"
"Rassf2.1",0.000264111980485058,-0.260659813601949,0.656,0.73,1,"B","Rassf2"
"Cybb.1",0.000265165462350214,-0.167021925526239,0.996,0.996,1,"B","Cybb"
"Rab11b.1",0.000266593838257219,-0.258982236923744,0.735,0.803,1,"B","Rab11b"
"Atg2a.1",0.000267340517919375,-0.273211509645104,0.363,0.456,1,"B","Atg2a"
"Ppil2",0.000267494154507459,-0.295873209045992,0.477,0.573,1,"B","Ppil2"
"Dopey1",0.000268337001288313,-0.373596759447667,0.229,0.306,1,"B","Dopey1"
"Gm30122",0.000269774584180297,-3.03735018693506,0,0.018,1,"B","Gm30122"
"Crcp",0.000269814129176933,-0.312085704899387,0.243,0.33,1,"B","Crcp"
"Vti1a.1",0.000271023987132966,-0.231832757069322,0.264,0.356,1,"B","Vti1a"
"Smg5",0.00027111179007095,-0.285666121302216,0.258,0.35,1,"B","Smg5"
"Donson.1",0.000272329756783736,0.861048016679074,0.14,0.095,1,"B","Donson"
"C920021L13Rik.1",0.000272867575532355,-1.54637904011325,0.01,0.036,1,"B","C920021L13Rik"
"H2-M3.1",0.000272889904928463,0.258967144098738,0.706,0.686,1,"B","H2-M3"
"Nfs1",0.000273082520709329,-0.317102914679857,0.293,0.38,1,"B","Nfs1"
"Rrp15.1",0.000273142126428936,-0.319143048325103,0.205,0.286,1,"B","Rrp15"
"Dbr1",0.000274236152997127,-0.353222189747678,0.101,0.162,1,"B","Dbr1"
"Dclre1b",0.000274598577461191,-0.510016407492563,0.123,0.185,1,"B","Dclre1b"
"Pex11a",0.000274728576854144,-0.630437213379065,0.079,0.132,1,"B","Pex11a"
"Eif2b1.1",0.000275649663916031,-0.247267704470436,0.212,0.293,1,"B","Eif2b1"
"Fabp3",0.000276153519016434,-1.66614232538693,0.01,0.036,1,"B","Fabp3"
"Tesk2.1",0.000281298567322701,-0.550916342283875,0.075,0.127,1,"B","Tesk2"
"Sun2",0.000281589721352336,-0.215186805611948,0.322,0.417,1,"B","Sun2"
"Cdiptos.1",0.000281641351811839,-0.881087284679307,0.039,0.079,1,"B","Cdiptos"
"Nqo2",0.000281914756233429,-0.406833534180287,0.198,0.271,1,"B","Nqo2"
"C1qtnf12.1",0.000282500409424353,-0.55938565252011,0.079,0.131,1,"B","C1qtnf12"
"Zfp644.1",0.000282585011753226,-0.236106823782601,0.473,0.58,1,"B","Zfp644"
"Nop10.1",0.000283059080717386,0.167508761129094,0.802,0.798,1,"B","Nop10"
"Klrk1.1",0.00028362968473574,-0.975819250806215,0.065,0.111,1,"B","Klrk1"
"Asrgl1.1",0.000283707341944285,-0.386634351812063,0.137,0.202,1,"B","Asrgl1"
"Keap1.1",0.000283976928008393,-0.298056125774137,0.49,0.575,1,"B","Keap1"
"Gm47283.1",0.00028506901428589,0.282452385923473,0.616,0.587,1,"B","Gm47283"
"Ccr3.1",0.000286879156786875,-2.88469710805284,0.001,0.021,1,"B","Ccr3"
"Baz1a.1",0.000287090272125809,0.261786802077278,0.718,0.715,1,"B","Baz1a"
"Plekha1.1",0.000289242003077126,-0.21979597411279,0.481,0.591,1,"B","Plekha1"
"Prorsd1.1",0.000289431366801216,-0.242206832669897,0.426,0.516,1,"B","Prorsd1"
"Gm42047",0.000290280797065121,-1.1538216918442,0.026,0.061,1,"B","Gm42047"
"Hist2h2aa1",0.000291880471203869,-1.13094837435618,0.021,0.054,1,"B","Hist2h2aa1"
"Selenom",0.000291943314030677,0.527139795471481,0.326,0.271,1,"B","Selenom"
"Gadd45g.1",0.000293764222351311,-0.398214301716742,0.39,0.465,1,"B","Gadd45g"
"2810001G20Rik.1",0.000294294032163646,-0.763834523501512,0.061,0.108,1,"B","2810001G20Rik"
"Gatad2a",0.000295708061425929,-0.168291371714307,0.411,0.519,1,"B","Gatad2a"
"Rap1a.1",0.000295842992283333,0.124558755107063,0.922,0.92,1,"B","Rap1a"
"Ndufb5.1",0.000297390107713564,-0.158674963875504,0.908,0.93,1,"B","Ndufb5"
"Cracr2a.1",0.00029809038945422,-0.843990168155595,0.026,0.062,1,"B","Cracr2a"
"Fam3c",0.000298872034796782,0.3121626190762,0.605,0.574,1,"B","Fam3c"
"Tmem254a",0.000298919973960935,2.98715150034797,0.012,0.002,1,"B","Tmem254a"
"Rnps1",0.000299845605783057,-0.261503083160973,0.401,0.495,1,"B","Rnps1"
"Emc8.1",0.000300027068288742,-0.226585127095654,0.46,0.562,1,"B","Emc8"
"Akap10",0.000300485518241981,-0.304416130302928,0.239,0.323,1,"B","Akap10"
"Csnk1e.1",0.000302252463748626,0.272109728000524,0.693,0.656,1,"B","Csnk1e"
"Cpsf4.1",0.000302474789412551,-0.26869840021303,0.368,0.455,1,"B","Cpsf4"
"Nfkb1.1",0.000303333038007177,0.130174369952514,0.804,0.773,1,"B","Nfkb1"
"Fam53a.1",0.000304041422608803,-0.309507080265345,0.265,0.349,1,"B","Fam53a"
"Ubxn7.1",0.000305434088366287,-0.370615900173374,0.108,0.167,1,"B","Ubxn7"
"Vav3",0.000305897526545391,-0.350968862894838,0.258,0.341,1,"B","Vav3"
"Samd4.1",0.000306373101731894,-0.398473828818739,0.051,0.096,1,"B","Samd4"
"Deaf1",0.000306797134501031,-0.532646018569006,0.135,0.197,1,"B","Deaf1"
"Kifc1.1",0.000308728004324646,-1.68699684899152,0.011,0.038,1,"B","Kifc1"
"Atg4c",0.000309045860570455,-0.412877591114371,0.184,0.257,1,"B","Atg4c"
"Cep128",0.000309317953218535,-0.686282734695659,0.068,0.117,1,"B","Cep128"
"Mars2",0.000310427758737689,-1.01213285715996,0.021,0.054,1,"B","Mars2"
"Dusp23",0.000311205224526074,-0.389632157587136,0.223,0.299,1,"B","Dusp23"
"Klhl18.1",0.000313024372024002,0.487948653867472,0.32,0.267,1,"B","Klhl18"
"Mtg1.1",0.000314031734842177,-0.487584483991864,0.098,0.155,1,"B","Mtg1"
"Cd84.1",0.000315422085298973,-0.159665613084883,0.922,0.952,1,"B","Cd84"
"Rbm47.1",0.000316686616933796,-0.254346838180519,0.566,0.654,1,"B","Rbm47"
"Zfp277.1",0.000317633334631685,-0.257802744897024,0.352,0.45,1,"B","Zfp277"
"Ccr5.1",0.000319389770154118,0.177508673769919,0.888,0.85,1,"B","Ccr5"
"Rock2.1",0.000320074058618713,0.259721029568933,0.699,0.656,1,"B","Rock2"
"Glrx2.1",0.000320887510566551,-0.249755383457657,0.495,0.594,1,"B","Glrx2"
"Cttnbp2nl.1",0.000324424289176868,0.255039543960064,0.76,0.731,1,"B","Cttnbp2nl"
"Hsdl1",0.000324819583610058,-0.203906911127529,0.276,0.365,1,"B","Hsdl1"
"Blmh",0.000325792489406788,0.323341734139119,0.555,0.518,1,"B","Blmh"
"Hnrnpc.1",0.000325901382799168,0.213082754638113,0.822,0.815,1,"B","Hnrnpc"
"Hspa9",0.000326022811077003,-0.172907566849598,0.645,0.729,1,"B","Hspa9"
"Irf9.1",0.000326596158526086,0.348630161154603,0.495,0.457,1,"B","Irf9"
"Cluap1.1",0.000326677036310021,-0.403553429521613,0.126,0.19,1,"B","Cluap1"
"Rbsn",0.000327284144161317,-0.286828392529923,0.135,0.203,1,"B","Rbsn"
"Atxn1l",0.000328141616258016,-0.197273064614101,0.168,0.242,1,"B","Atxn1l"
"Gna14",0.000328368347106783,3.62168940000205,0.01,0.001,1,"B","Gna14"
"Nr1h2",0.000329394845340616,-0.17571863436698,0.452,0.549,1,"B","Nr1h2"
"Btf3l4.1",0.000329492444459226,-0.392198618256656,0.151,0.22,1,"B","Btf3l4"
"Tnfsf10.1",0.000329892271979098,-1.3089625273962,0.033,0.071,1,"B","Tnfsf10"
"Dtnbp1.1",0.000330149951832638,-0.196696346917146,0.623,0.702,1,"B","Dtnbp1"
"Evi5.1",0.000330263114121044,-0.299033416831786,0.388,0.48,1,"B","Evi5"
"Zdhhc16.1",0.000330529243157723,-0.348193428341309,0.204,0.278,1,"B","Zdhhc16"
"Pkn1",0.000330903613469078,-0.193170389891183,0.804,0.864,1,"B","Pkn1"
"Nln",0.000331504751811196,-0.278880922107054,0.234,0.32,1,"B","Nln"
"Pno1.1",0.000331609360574063,-0.404053889580303,0.276,0.355,1,"B","Pno1"
"Gbp9",0.000332246263308974,-0.394779819597753,0.276,0.35,1,"B","Gbp9"
"Gusb.1",0.000332812427328881,0.129793274667372,0.936,0.935,1,"B","Gusb"
"Tifa.1",0.000332962059711588,-0.208232021319018,0.652,0.735,1,"B","Tifa"
"Psmb4.1",0.000333420931800374,-0.124075333461308,0.899,0.922,1,"B","Psmb4"
"Mtbp",0.000333623235289348,-1.48454660585451,0.019,0.051,1,"B","Mtbp"
"Flvcr1",0.000334265456535054,-0.333407936666166,0.226,0.304,1,"B","Flvcr1"
"Gltp.1",0.00033629348768818,-0.150971114358239,0.903,0.945,1,"B","Gltp"
"Gramd3",0.000336296427191034,-0.91927976343,0.037,0.076,1,"B","Gramd3"
"Sqor",0.000337169116518291,-0.27570306941352,0.455,0.555,1,"B","Sqor"
"Slc35e4.1",0.000337325372629784,-0.482441949538431,0.1,0.157,1,"B","Slc35e4"
"Gpkow",0.000337726167750528,-0.404935656485768,0.108,0.17,1,"B","Gpkow"
"Actr2.1",0.000338167830353751,-0.100448335654336,0.924,0.956,1,"B","Actr2"
"BC005561.1",0.0003387988985149,-0.275120085208788,0.272,0.357,1,"B","BC005561"
"9330160F10Rik",0.000338971393786031,-0.931528632835315,0.057,0.102,1,"B","9330160F10Rik"
"Zfp932.1",0.00033909470465696,-0.518695090706194,0.094,0.15,1,"B","Zfp932"
"Gm11423.1",0.000339417367342459,-0.787468448202103,0.031,0.067,1,"B","Gm11423"
"Msi2.1",0.000340942554851906,-0.292229848907924,0.158,0.23,1,"B","Msi2"
"1700025G04Rik.1",0.000341627856282988,0.594482045989824,0.179,0.129,1,"B","1700025G04Rik"
"Map3k15",0.000341818741829467,-0.789856462366328,0.058,0.103,1,"B","Map3k15"
"Spsb4",0.000342746126752381,-2.31038816819751,0.003,0.023,1,"B","Spsb4"
"Ube2v1",0.000345975407763462,-1.5484162628687,0.008,0.033,1,"B","Ube2v1"
"Jade1",0.000346261891928682,-0.568696829202328,0.105,0.163,1,"B","Jade1"
"Washc3",0.00034773797609542,-0.131659519041343,0.491,0.595,1,"B","Washc3"
